Tweet;Created at;User;ID;Reply to;Text;Hashtags;Cyberbullying;Strength;Hate Speech;Topic
5329;13.11.18 04:21;DTSeedsofChange;1,06E+18;NA;Disheartened by the murder of securithank you officer jewel Roberson. American police have to rectify their institutional;NA;0;0;0;0
8145;11.11.18 13:45;sailing40knots;1,06E+18;NA;Trump is the poster child for what happens when you dont read and learn, kids! Read. Learn. Then you will see why;NA;1;1;0;POL CHA
7190;12.11.18 09:36;ChurchillLease;1,06E+18;NA;Anti-Bullying Week 2018 theme is: Choose Respect and Anti-Bullying Week runs from with- with November. A lesson;NA;0;0;0;0
8815;10.11.18 19:59;HensleyFischer;1,06E+18;NA;The black communithank you probablylem with education is black communithank you fault not white supremacy or discrimination Black Twitter B;BlackTwitter;0;0;0;0
6034;12.11.18 21:00;babb_alicious;1,06E+18;Unconquerable;I am so tired of this shit. Black Lives Matter black this is DISGUSTING.;BlackLivesMatter, blackl;0;0;0;0
7667;11.11.18 22:58;ALreturns111;1,06E+18;NA;"Please Say a Prayer For Erica Garner She Fought Tirelessly For Justice For Her Father Eric Garner Her Strength& amp; Deter";EricaGarner, EricGarner;0;0;0;0
6079;12.11.18 20:36;johnobeto;1,06E+18;NA;A shooting at a club. The securithank you guard chases down, and restrains one of the perks. Cops arrive, and proceed to;NA;0;0;0;0
8365;11.11.18 07:00;TheSADAG;1,06E+18;NA;Attacked online? Read more about how to handle social media bullying in the latest addition of the magazine;NA;0;0;0;0
4280;13.11.18 16:47;wydmindfeersart;1,06E+18;NA;"Today IsA Good Day 4 respected Mental Health organizations like& amp; 2 make public statements re:";TodayIsAGoodDay, MentalHealth;0;0;0;0
7807;11.11.18 20:30;jeanettelenoir;1,06E+18;NA;This is what systematic change looks. Criminal Justice Reform Black Lives Matter Dig comus 17 Black Women Sweep to Ju;CriminalJusticeReform, BlackLivesMatter, DigComSU;0;0;0;0
7141;12.11.18 10:20;TBCLtd;1,06E+18;NA;Not all forms of abuse leave bruises. Anti Bullying Week Odd Sock Day Odd Socks Anti Bullying Week2018 Anti Bullying;AntiBullyingWeek, OddSockDay, OddSocks, AntiBullyingWeek, AntiBullying;0;0;0;0
8692;10.11.18 22:22;DrKRD;1,06E+18;NA;You cant reason with a bully( You have to be forceful with force/. action and not talk by our legislators;bully, force;0;0;0;0
5767;12.11.18 23:22;JScruggs0601;1,06E+18;NA;I feel obligated to disagree 100% seeing as how the other side does n't believe my life does n't matter.;NA;0;0;0;0
4287;13.11.18 16:45;MS_Sociology;1,06E+18;NA;Police[ murder] Black Securithank you Guard Who Detained Shooting Suspect: nor Black Lives Matter whenwillthisend;BlackLivesMatter, whenwillthisend;0;0;0;0
8961;10.11.18 17:13;MRM_tweets;1,06E+18;NA;` I mm going to speak in a way that there is always a risk I wo n't be invited to come back. d'-;NA;0;0;0;0
7251;12.11.18 08:46;Redemptorist;1,06E+18;NA;Bullying does n't stop at school and can often occur in the workplace. After many years of practical experience ret;Bullying;0;0;0;0
8261;11.11.18 09:51;msthurman0561;1,06E+18;TomSteyer;Robert Reich: Trump is 30 Biggest Broken Promises mama Resist Blacklivesmatter;MAGA, Resist, Blacklivesmatter;0;0;0;0
5874;12.11.18 22:12;78Stratocaster;1,06E+18;NA;A Black Securithank you Guard Was Killed By Police As He Tried To Stop A Shooting Black Lives Matter;BlackLivesMatter;0;0;0;0
7111;12.11.18 10:49;BijouConcierge;1,06E+18;NA;Instagram is using AI to detect bullying in photos and captions plus download Shout here;NA;0;0;0;0
4286;13.11.18 16:45;MJASpeakers;1,06E+18;NA;lefthand you Williams- the first left-handed showman in Harlem Globetrotters history- makes a difference with kids thr;Globetrotters, kids;0;0;0;0
8067;11.11.18 15:39;AnneMuyiwa;1,06E+18;NA;Leadership Musings( 397)` hun ti a ni la nebe large d' Nigeria should develop her agriculture All other things will be ad;NA;0;0;0;0
7888;11.11.18 18:54;ExplodeOverton;1,06E+18;NA;Islam The Problem Violent totalitarian supremacist do you hating ideology akin to Nazism. duran proves itself;IslamIsTheProblem;1;3;1;REL
5054;13.11.18 08:25;P5Platform;1,06E+18;NA;Wake africa;NA;0;0;0;0
8173;11.11.18 12:53;TheLivesThatMtr;1,06E+18;NA;Say their name. Tyrie cutler, 2015310527 Black Lives Matter.;BlackLivesMatter;0;0;0;0
4441;13.11.18 15:49;HovellingHermit;1,06E+18;NA;To all the American gun nutters and the depraved NRA, you keep wanting to arm everyone, but your police ca n't even;NRA;1;2;0;ECO CHA
8697;10.11.18 22:10;BatesWillie;1,06E+18;NA;Your family Health History- Black Twitter Black Lives Matter;BlackTwitter, BlackLivesMatter;0;0;0;0
6465;12.11.18 17:35;Gdady22;1,06E+18;NA;Well if that does n't say everything then nothing does. blacklivesmatter Count Every Vote Every Vote Coun;blacklivesmatter, CountEveryVote;0;0;0;0
5052;13.11.18 08:25;connor_atw;1,06E+18;NA;. Peoples Monday March for shuker Ali Said nec Shut Down blacklivesmatter nec media hashtagoccupynews likeness;ShukriAliSaid, NYCShutItDown, blacklivesmatter, NYC, meda, hashtagoccupynews, Livenews;0;0;0;0
7943;11.11.18 18:02;BlackParenting1;1,06E+18;NA;Teen Affirmations for Living Your Best Life and Feeling Great- Black Twitter;BlackTwitter;0;0;0;0
8818;10.11.18 19:56;HarassNoMore;1,06E+18;NA;Widow turned husbands tragic death, as the result of workplace bullying, into a successful lobbying campaign to;workplace, bullying;0;0;0;0
7904;11.11.18 18:41;KindergartenCEO;1,06E+18;NA;Be grateful for it all! slighted livehappy superherolife kindergartenceo faith fly coach teacher;slightedge, livehappy, superherolife, kindergartenceo, faith, fly, coach, teacher;0;0;0;0
4933;13.11.18 10:34;VikkiMarshall4;1,06E+18;NA;Police Fatally Shoot Black Securithank you Guard Who Detained Suspected Shooter jewel Roberson Black Lives Matter;JemelRoberson, BlackLivesMatter;0;0;0;0
7460;12.11.18 03:46;sandyjhAK;1,06E+18;NA;Ban Islam in American schools.;BanIslam;1;3;1;REL
6104;12.11.18 20:25;McGuireski;1,06E+18;NA;Great to chat about bullying for Anti Bullying Week on today. Its so important to ensure everyone knows th;bullying, AntiBullyingWeek;0;0;0;0
4457;13.11.18 15:42;ElinOlson8;1,06E+18;NA;Such mean children. What is wrong with them?? Brett Corbett Bullied Into Becoming Human Bridge By Glace Bay High School;NA;0;0;0;0
6971;12.11.18 12:28;sarahaldridge73;1,06E+18;NA;This week is Anti Bullying Week2018, so this abu let is ensure that we all do more to address the impact that bullying can hav;AntiBullyingWeek, ABW, bullying;0;0;0;0
8955;10.11.18 17:15;RealUnoTrey;1,06E+18;NA;Out on via War Zone directed by video of the year with this one! Black Lives Matter;WarZone, BlackLivesMatter;0;0;0;0
8398;11.11.18 05:44;SAINT_VALARIE;1,06E+18;NA;When my Rebel Son, BLUR, goes to watch The Girl The Spiders Web;BLUR, TheGirlInTheSpidersWeb;0;0;0;0
6386;12.11.18 18:03;BNGcle;1,06E+18;NA;The dirthank you pigs at it again p. Officer shoots, kills armed securithank you guard outside south suburban bar;NA;1;2;0;ECO
6013;12.11.18 21:11;PharminPractice;1,06E+18;NA;Vox pop: is bullying a significant issue in UK pharmacy? This is antibullyingweek so every day this week we will b;antibullyingweek;0;0;0;0
7199;12.11.18 09:26;Karify_global;1,06E+18;NA;How to Deal with an Emotional Bully? The same advice that works in the schoolyard also works with adults: p. p.;NA;0;0;0;0
6986;12.11.18 12:15;MJASpeakers;1,06E+18;NA;Love that Meredith O'Connor, Disney teen pop star and antibullying icon, shares her personal story and speaks out;antibullying;0;0;0;0
9109;10.11.18 15:06;AnteMemoriam;1,06E+18;NA;Jihad means to war against non-Muslims both offensive and defensive.` and the war[ jihad] continues until they be;NA;0;0;0;0
4268;13.11.18 16:51;Mel_Standbrook;1,06E+18;NA;"How do we identify& amp; STOP bullying these girls made a fab acronym to spread the word during their";STOP, bullying;0;0;0;0
5870;12.11.18 22:16;psycocat;1,06E+18;NA;This could maybe happen to any armed bystander. Statistics would probablyably state that the chances are much higher wh;NA;0;0;0;0
8804;10.11.18 20:13;LifeOnMxrs;1,06E+18;NA;Id say Arthur Morgan has to be one of my favorite video game characters ever! But where does he stack up against s;NA;0;0;0;0
8198;11.11.18 12:05;MJASpeakers;1,06E+18;NA;Harold` lefthand you d' Williams is THE ideal speaker you want for bullyingprevention month! Check out via.-;bullyingprevention;0;0;0;0
5441;13.11.18 02:43;TheOtherRosie;1,06E+18;NA;"` I AM A VERY LOUD,& amp; LARGE ARMY_OF_ONE; I GET THINGS DONE IN AMERICA, FOR AMERICA. d' I do n't cave to bullying,";ARMY_OF_ONE, AMERICA, bullying;0;0;0;0
6953;12.11.18 12:43;jnpsport;1,06E+18;NA;Ban Islam in American schools.;BanIslam;0;0;0;0
8183;11.11.18 12:34;parajer;1,06E+18;Acosta;HAHAHAHA even that you are placed at the road and reporting from the outside looking in!!!! sahara;NA;0;0;0;0
6814;12.11.18 14:09;allswagga;1,06E+18;allswagga;dinzykilla..... blackpower melanin blackgirlmagic blackexcellence blackbusiness blackman;blackpower, melanin, blackgirlmagic, blackexcellence, blackbusiness, blackmen;0;0;0;0
8995;10.11.18 16:39;courtneyjahenry;1,06E+18;NA;facingrace did it again. co-founder of Black Lives Matter This is how you start a Saturday morning. equithank you;facingrace, BlackLivesMatter, equity;0;0;0;0
8566;11.11.18 00:57;gembala_di;1,06E+18;talbot_sharron;your welcome. The sad truth is, hatred has spun out of control, childrens bullying, too, and ve;bullying;0;0;0;0
6487;12.11.18 17:26;Magnus919;1,06E+18;SKristinamaria;For any other minorithank you group, it would be terrible offensive. Like if a white partner of a person o;NA;0;0;0;0
4771;13.11.18 13:04;danadane777;1,06E+18;NA;Even when we do right, we do wrong. Black Lives Matter This is why map kneels.` Everybody was screaming out, security;BlackLivesMatter;0;0;0;0
6792;12.11.18 14:27;Jaina_Solo_85;1,06E+18;NA;"BREAKING: Everyone keep up the good work. Judge Linda Reade is furious about the sweets& amp; retreats about her. STAY AC";BREAKING, LindaReade;0;0;0;0
4303;13.11.18 16:38;PopUpPeel;1,06E+18;NA;Im an easy going guy, and understand the complexities of bullying, however I hope each of these kids in the video;NA;0;0;0;0
8785;10.11.18 20:30;Joseph2482F;1,06E+18;POTUS;Take A Good Look At These Black Women You Can not Win This! Black Lives Matter Womens March via;BlackWomen, BlackLivesMatter, WomensMarch;0;0;0;0
5484;13.11.18 02:15;AshAgony;1,06E+18;NA;Peoples Monday stopped in Bryant Park nec to say the facts about shuker Ali Said. Black Lives Matter Say Her Name;PeoplesMonday, ShukriAliSaid, BlackLivesMatter, SayHerName;0;0;0;0
4843;13.11.18 12:14;ConstanceMarce2;1,06E+18;NA;So sick of racist police going in and making things worse. Black Lives Matter;BlackLivesMatter;1;2;0;ECO
6409;12.11.18 17:57;ehhong0223;1,06E+18;NA;Kevin Grant says- Im a childrens author and artist. We as a communithank you know far too often regarding the effects of;NA;0;0;0;0
5152;13.11.18 07:03;clairemmassey;1,06E+18;UTSA;This is disgraceful. And all the White students should have stood up and walked out. This professor needs to;NA;0;0;0;0
7003;12.11.18 12:04;haandleonit;1,06E+18;NA;bullying: Choose Kindness and be that somebody that puts a smile on someone is face today!;ChooseKindness;0;0;0;0
5862;12.11.18 22:24;unlewis;1,06E+18;NA;Note to the NRA: Your bullshit` good guy with a gun d' scenario just got jewel Roberson killed but since he and Phil;JemelRoberson;1;2;0;ECO
7048;12.11.18 11:38;BywordtheBook;1,06E+18;NA;Black Lives Matter byword education provides us with the knowledge we deserve to empower to make the American brand;BlackLivesMatter;0;0;0;0
6366;12.11.18 18:15;BerryFLW;1,06E+18;NA;Securithank you guard killed by police in Robbins bar wanted to be a cop, friends say via;NA;0;0;0;0
6794;12.11.18 14:24;respectatworkuk;1,06E+18;guardian;We have qualithank you research gender-race, bullying multiple sources et al coming;bullying;0;0;0;0
7956;11.11.18 17:52;SGuymon;1,06E+18;NA;One of the top reasons movements like Me Too, Black Lives Matter, and ltq exist is because the socio-political culture;MeToo, BlackLivesMatter, LGBTQ;0;0;0;0
7654;11.11.18 23:29;msthurman0561;1,06E+18;NA;Jewish Resistance need mama Resist Blacklivesmatter ltq metro times Please report to FBI if Proud Boys;JewishResistance, nypd, MAGA, Resist, Blacklivesmatter, LGBTQ, Metoo, TimesUP, FBI, ProudBoys;0;0;0;0
4783;13.11.18 12:58;BC0N1;1,06E+18;NA;Outcry after police shoot African-American securithank you guard hero' Rest in power jewel Black Lives Matter When will Am;BlackLivesMatter;0;0;0;0
5245;13.11.18 05:23;Historicide;1,06E+18;shaunking;Yet somewhere, somehow someone will say that the shooting was justifiable and the murder;NA;0;0;0;0
4785;13.11.18 12:58;Topol_MSS27;1,06E+18;CoastguardKP;You should spend the time getting a more modern phone bully;bully;0;0;0;0
6303;12.11.18 18:49;LoveIrreverence;1,06E+18;NA;` From August 2016 to May of this year, at least 378 black Americans had been killed by police, and more than 30357;NA;0;0;0;0
5244;13.11.18 05:23;JeanBeanMosher;1,06E+18;Jdhughes099;There you go. This is not race baiting. This is a serious pro;NA;0;0;0;0
8089;11.11.18 15:11;Mar974988;1,06E+18;NA;Some say Jim, whos' real name is ability James Abebecauseta, say he never laid hands on the WH intern. This shows sh;NA;0;0;0;0
6383;12.11.18 18:04;Smoooochie;1,06E+18;NA;jewel is life mattered. He risked it to save others and was then murdered by police. This is why they kneel.;NA;0;0;0;0
4145;13.11.18 17:39;surrenderPOTUS;1,06E+18;Psychomommy13;I mm a white male in my 60 is and I mm willing to do;NA;0;0;0;0
7829;11.11.18 20:10;spectre680;1,06E+18;NA;If Liberal TRULY wanted mass shootings to stop, they would do fucking something about young urban black liberal thu;NA;1;2;0;POL
7201;12.11.18 09:23;haandleonit;1,06E+18;NA;bullying: Waterside Cops: Marchwood male interviewed for harassment of Waterside victim, Bullying is always;Marchwood, Waterside, Bullying;0;0;0;0
6087;12.11.18 20:34;ros_tinkler;1,06E+18;NA;Evil bully bullying UK domesticabuse domesticviolenceawarenessmonth women he should of had a longer sentence;bully, bullying, UK, domesticabuse, domesticviolenceawarenessmonth, women;0;0;0;0
7163;12.11.18 10:03;haandleonit;1,06E+18;NA;bullying: Choose Kindness with bullying Antibullyingweek abc1 bullying haandleonit;ChooseKindness, Antibullyingweek, abw, bullying, haandleonit;0;0;0;0
8361;11.11.18 07:09;courtneyjahenry;1,06E+18;NA;Oh, goole, I wish I did. SURVIVORSAREEVERYWHERE whyididntreport metro believesurvivors Blacklivesmatter abolishing;SURVIVORSAREEVERYWHERE, whyididntreport, metoo, believesurvivors, Blacklivesmatter, abolishICE;0;0;0;0
5187;13.11.18 06:19;YvesN10;1,06E+18;realfayth;when black people in Amerikkka will decide enough is enough? Free;NA;0;0;0;0
7740;11.11.18 21:38;courtneyjahenry;1,06E+18;NA;The Long History Of Law Enforcement is Support For White Nationalism( Nazis) Black Lives Matter B;BlackLivesMatter;0;0;0;0
7990;11.11.18 17:10;LynchedToday;1,06E+18;NA;Sally Brown- lynched today in 1926 in Houston Texas Black Lives Matter Veterans Day;Texas, BlackLivesMatter, VeteransDay;0;0;0;0
6259;12.11.18 19:09;natalia_ross0;1,06E+18;NA;So true. puertoricanlivesmatter boricualivesmatter life sincere blacklivesmatter boricuavota latinorebel metro;puertoricanlivesmatter, boricualivesmatter, LifeofCincere, blacklivesmatter, boricuavota, latinorebel, metoo;0;0;0;0
6398;12.11.18 18:01;olderbrother21;1,06E+18;SpencerKarter;"jewel Roberson, a black securithank you guard from Chicago, was shot& amp; killed last night by a police office";JemelRoberson, Chicago;0;0;0;0
4470;13.11.18 15:37;ImEmotionalPain;1,06E+18;NA;Humbled by invite from The College of New Rochelle for follow-up to my presentation on` Living with emotional;NewRochelle;0;0;0;0
7007;12.11.18 12:03;AthelbraeLtd;1,06E+18;NA;Anti Bullying Week many think that bullying is still only the domain for schools. Increasingly we are asked to prove;AntiBullyingWeek, bullying;0;0;0;0
4837;13.11.18 12:18;aholley146;1,06E+18;NA;And no one understands why Kaepernick took a knee. This is disgraceful and enough is enough!! blacklivesmatter;Kaepernick, blacklivesmatter;0;0;0;0
7315;12.11.18 07:35;MJASpeakers;1,06E+18;NA;Craig hardenberger on` You Are a Product of Your Decisions d' via. Speakers Women;Speakers, Women;0;0;0;0
7107;12.11.18 10:54;kat_chzhen;1,06E+18;NA;School bullying harms everyone, not just the victims. report Unfair Start shows that reading score;bullying, UnfairStart;0;0;0;0
6020;12.11.18 21:08;JuanBReal;1,06E+18;NA;Much respect to Black Lives Matter;BlackLivesMatter;0;0;0;0
6420;12.11.18 17:53;EobInitiative;1,06E+18;NA;Here are some of the effects of bullying listed below.These effects of bullying and many others as well play a huge;NA;0;0;0;0
4156;13.11.18 17:35;MissionaryBLMM;1,06E+18;InternetAssn;"THIS MEANS: NO BLM, BLACK LIVES, BLACK LIVES MATTER& amp; Black Lives Matter& amp; Black Lives Matters MOVEMENT";BlackLivesMatter, BlackLivesMatters;0;0;0;0
8841;10.11.18 19:23;SUNLEO0778;1,06E+18;NA;Police At LA Schools Are Arresting And Citing Black Students At A Disproportionate Rate via;NA;0;0;0;0
8609;11.11.18 00:00;aShadyGrace;1,06E+18;NA;On his way out the door, Jeff Sessions gives a big fuck You' to anyone who is fighting or has suffered at the hand;NA;1;3;0;POL CHA
6586;12.11.18 16:39;giancarloqui1;1,06E+18;NA;If you have Never Again, Black Lives Matter or anything about the destructiveness of the in your profile, you;NeverAgain, BlackLivesMatter;0;0;0;0
8746;10.11.18 21:17;BlackjediNow;1,06E+18;NA;wwf, why ca n't White Folks just face up to what is choking America??? RACISM. Let' face it and start cleaning it ou;NA;1;2;1;RAC
4741;13.11.18 13:17;chloecockburn;1,06E+18;NA;Who can read the story of jamelroberson and explain it away? This is truth laid bare. The most radical and esse;jamelroberson;0;0;0;0
4334;13.11.18 16:21;HeidiSumner;1,06E+18;NA;Thank you Donna dear friend ssd work colleague for supporting our Charithank you antibullyingweek2018 Give Us;Charity, antibullyingweek;0;0;0;0
5993;12.11.18 21:20;1chesTinho;1,06E+18;RobynUrback;killing of black men( people) is NO mistake its deliberate, systemic, and routine Black Lives Matter;BlackLivesMatter;0;0;0;0
4791;13.11.18 12:53;TheLivesThatMtr;1,06E+18;NA;Say their name. antonio Scott, 2016102904 Black Lives Matter.;BlackLivesMatter;0;0;0;0
6515;12.11.18 17:10;deafear101;1,06E+18;NA;bamboo Proud of it is racist mindset. Kids learn from their parents. barabooSHAME union Wisconsin;BarabooProud, racist, barabooSHAME, wiunion, Wisconsin;1;3;0;CHA
8717;10.11.18 21:45;ncl_wellbeing;1,06E+18;NA;7. Is what I am about to say a true reflection of who I really am? Important questions from;NA;0;0;0;0
6243;12.11.18 19:14;Onitaset;1,06E+18;NA;motd for Black women: Is this exactly true for you? What would you change( add/omit)? pan-africanist blacknationalism bl;qotd, panafricanism, blacknationalism;0;0;0;0
8174;11.11.18 12:51;TiteMinge;1,06E+18;BCFCBrexit;NA;NA;0;0;0;0
7096;12.11.18 11:04;WeWorkWell1;1,06E+18;NA;"It is Anti Bullying Week Lets choose to respect each other more at work, at home, in the wider communithank you& amp; online.";AntiBullyingWeek;0;0;0;0
8989;10.11.18 16:43;Lizzy_Silvas;1,06E+18;NA;"I wish folks did not support Sonic& amp; Sega fan jam. They have the nerve to slander my name, say that I assaulted a g";NA;0;0;0;0
6147;12.11.18 20:01;sectest9;1,06E+18;NA;Thank you Holy Trinithank yours in Guelph! Three fun GuelphVIP presentations with grade g-8 students! pictures included Bull;HolyTrinityCS, Guelph, GuelphVIP;0;0;0;0
7871;11.11.18 19:08;Easterndmondbk;1,06E+18;NA;Communist Insurgents Raid thank you Hall Meeting, Demand Police Allow Rioters To Rampage Unabated video anti-a Black Live;Antifa;0;0;0;0
5743;12.11.18 23:38;abolitionist_d;1,06E+18;Ocasio2018;Baby, the future is female! Hold on tight micro;NA;0;0;0;0
7800;11.11.18 20:42;LiberatedByGaga;1,06E+18;LiberatedByGaga;Then I saw the news. August th was also the day that Michael Brown was murdered by Darren Wilson. His murder in;NA;0;0;0;0
5528;13.11.18 01:50;Hope4Siblings;1,06E+18;NA;bullying child abuse ARE YOU A SIBLING ABUSE SURVIVOR?;bullying, child;0;0;0;0
7701;11.11.18 22:22;xitskyaaa;1,06E+18;NA;Power to the Social Workers out there like myself p. p. it took just one bystander to interfere and save this mans life inset;NA;0;0;0;0
4290;13.11.18 16:43;thomasj17431826;1,06E+18;NA;Black Americans Deserve Clarification on Birthright Citizenship military builth Wall NBA Black Lives Matter News;military, BuildtheWall, NBA, BlackLivesMatter, News;0;0;0;0
7311;12.11.18 07:41;AnteMemoriam;1,06E+18;NA;The obligatory carat( alms) for Muslims is 198 to jihad. Trusted hadith equal supporting Jihad to the actual fight;NA;0;0;0;0
4118;13.11.18 17:50;LynchedToday;1,06E+18;NA;John Davis- lynched today in 1902 in Lewisburg Tennessee Black Lives Matter;Tennessee, BlackLivesMatter;0;0;0;0
4671;13.11.18 14:03;birdwithpanache;1,06E+18;NA;This is heartbreaking and not okay. Black Lives Matter;BlackLivesMatter;0;0;0;0
7232;12.11.18 09:00;DorsetMind;1,06E+18;NA;Today is the first day of antibullyingweek! Did you know, niche research studies show that anyone involved with bu;antibullyingweek;0;0;0;0
7938;11.11.18 18:05;dmatthewempower;1,06E+18;NA;Kids who watch adults bully are more likely to bully others. A recent survey shows that 40% of kids have seen adult;bully;0;0;0;0
6981;12.11.18 12:18;msthurman0561;1,06E+18;NA;alyssia Milano Refuses to Speak at Next Womens March, Cites Anti-Semitism;NA;0;0;0;0
4983;13.11.18 09:40;ngkaraci;1,06E+18;NA;Thoughts on this article? Apparently it d bullying at Work Week on The Guardian;bullying;0;0;0;0
7507;12.11.18 02:25;___Melody07;1,06E+18;NA;This is dance Jones!!!!! He was LYNCHED earlier this month and it is getting 0 news coverage!!!! LET HIS NAME BE HEARD!!!!;NA;0;0;0;0
8489;11.11.18 02:31;Hastewart22;1,06E+18;NA;Im so sick of this shit p. are black women going to have to continue doing everything for this country?;NA;0;0;0;0
6493;12.11.18 17:21;ja_brightside;1,06E+18;NA;Black Lives Matter The person who shot this on-duthank you securithank you guard to death should be charged with murder. There is;BlackLivesMatter;0;0;0;0
6374;12.11.18 18:11;bloodcicle;1,06E+18;millertym72;The headline should read Black man MURDERED by Midlothian Police. Thats a more accurate ti;NA;0;0;0;0
5120;13.11.18 07:42;Intense_Silver;1,06E+18;NA;Unbelievable. When will this end? blacklivesmatter This America;blacklivesmatter, ThisIsAmerica;0;0;0;0
7156;12.11.18 10:09;bigfadge;1,06E+18;Kevin_Maguire;please publish some facts on knife crime for the racists in this feed. Black people;NA;0;0;0;0
8007;11.11.18 16:55;CindyAnnWillis1;1,06E+18;NA;If you have not seen this, please take 9 minutes to educate yourselves, then share: Walk Away Black Lives Matter;WalkAway, BlackLivesMatter;0;0;0;0
7443;12.11.18 03:57;Thelegshaveit;1,06E+18;NA;Shame on you Your Tweet has gone WAY OVER the line!!! There are MANY people fighting for their;NA;1;2;0;POL CHA
7708;11.11.18 22:08;SocMagazine;1,06E+18;NA;Lack of concern for other people could be narcissistic personalithank you disorder. Read more at bullying egoistic;bullying, egotistic;0;0;0;0
8203;11.11.18 11:48;AlternatFacts;1,06E+18;NA;Its possible that is. is BOTH a Bully AND a Racist Alternative Facts;Bully, Racist, AlternativeFacts;1;3;0;POL CHA
4216;13.11.18 17:12;Stop_UTK_Now;1,06E+18;ApurvaYRawal;My bullying, abusive ex-post Dr. Taylor eighty, is now President of Universithank you of tea;bullying;1;2;0;CHA
5622;13.11.18 00:52;jendenshow;1,06E+18;NA;Just devastating. Gun Reform Now Black Lives Matter;GunReformNow, BlackLivesMatter;0;0;0;0
8050;11.11.18 16:05;AwarenessPod;1,06E+18;NA;Resilience is the key to fighting the effects of bullying. We need to empower our kids! Find out how now!;bullying;0;0;0;0
4799;13.11.18 12:46;IRAMockBot;1,06E+18;NA;These guys are really surprise. Black Lives Matter Black Twitter;BlackLivesMatter, BlackTwitter;0;0;0;0
7155;12.11.18 10:10;FamilyLives;1,06E+18;NA;We have just added some awesome new videos made by and produced by exploring;NA;0;0;0;0
6932;12.11.18 12:55;bekkaley;1,06E+18;NA;are taking part in Wear Blue Day for antibullyingweek2018 to extend our hands out to Young People and the;WearBlueDay, antibullyingweek, YoungPeople;0;0;0;0
9023;10.11.18 16:22;EylesGeoff;1,06E+18;NA;We cant dock a puppies tail but we can cut a childs clitoris off is any of this making sense yet? Ban Islam Patrol your;BanIslam;1;3;1;REL
4871;13.11.18 11:44;AnneOdling;1,06E+18;NA;Huge thanks to and for helping us be part of the Into Film Festival at today is screening of;IntoFilmFestival;0;0;0;0
8634;10.11.18 23:28;hanjangho76;1,06E+18;NA;There is a reason why only some of us lead history. Black Lives Matter;BlackLivesMatter;0;0;0;0
5464;13.11.18 02:29;AshAgony;1,06E+18;NA;Looks like the need had to get their lead first before they could make arrests or throw Peoples Monday out of the B;PeoplesMonday;0;0;0;0
8778;10.11.18 20:37;westlife_MUeva;1,06E+18;ShirleyBallas;whats your probablylem with Faye you are a bully and just jealous of her really an 8 awfuljudge bully getshirleyoutofstrictly;awfuljudge, bully, getshirleyoutofstrictly;1;2;0;CHA
7380;12.11.18 05:36;SaasyanAssure;1,06E+18;NA;Here are 4 lesson plans that teachers can use to help educate students on Cyber Bullying p.;CyberBullying;0;0;0;0
8397;11.11.18 05:46;IAM_OneofSun;1,06E+18;NA;blacklivesmatter Amen ah and her is watching over us p. Lot us do the work p.` Deliver from the Fruits of evil d';blacklivesmatter;0;0;0;0
6146;12.11.18 20:02;OmarSharif523;1,06E+18;NA;Another child/wife/mother/father/sister/brotherther will never get to celebrate Christmas again with their father/husband/son/;NA;0;0;0;0
8225;11.11.18 11:06;Rick8Sanchez;1,06E+18;NA;Not President acbebecausees Democrats of trying to steal elections If they r smart would have used Trump Russia pugin Tr;NotMyPresident, Democrats, TrumpRussia;0;0;0;0
7334;12.11.18 07:03;BXchiefAno;1,06E+18;BXchiefAno;I all go over the many different scenes I found to be dope after this episode is over, because right now I mm just tr;NA;0;0;0;0
6752;12.11.18 15:00;Cardiomyopathy;1,06E+18;NA;Young people tell us that having cardiomyopathy can lead to ignorance and bullying. You dont have to feel alone.;bullying;0;0;0;0
8536;11.11.18 01:39;TerryBoyce13;1,06E+18;realDonaldTrump;HEY DUMMY IN THE WH!!! ANOTHER ONE BITES THE DUST!!! ANOTHER ONE GONE, ANOTHER ONE GONE!! A;NA;1;2;0;POL CHA
6069;12.11.18 20:41;BuddyPrinceton;1,06E+18;PastorDreHill;Black Lives Matter WITH A BIGOT LIAR IN THE W. H. DEMANDING AN END;BlackLivesMatter;1;2;0;POL CHA
7526;12.11.18 02:03;tchalms;1,06E+18;Twitter;We done yet? I am. California wildfire Climate Change Real Count Every Vote Black Lives Matter;CaliforniaWildfires, ClimateChangeIsReal, CountEveryVote, BlackLivesMatter;0;0;0;0
8265;11.11.18 09:43;oggiemusic;1,06E+18;NA;I liked a video Victoria Monet- Better Days( feat. Ariana Grande)[ LYRIC VIDEO] Black Lives Matter;BlackLivesMatter;0;0;0;0
8027;11.11.18 16:37;thomasj17431826;1,06E+18;NA;"Dear All Women& amp; Other Humans, WATCH THIS: Black Twitter Black Lives Matter NFL NBA Democrats The Resistance a";BlackTwitter, BlackLivesMatter, NFL, NBA, Democrats, TheResistance, A;0;0;0;0
8534;11.11.18 01:40;Hope4Siblings;1,06E+18;NA;bullying depression anxiethank you BULLY EPIDEMIC. 1 Cause is Sibling Abuse in the home. Relate?;bullying, depression, anxiety;0;0;0;0
5366;13.11.18 03:42;badacademic;1,06E+18;NA;US police: Please stop killing black men and women. Black Lives Matter;BlackLivesMatter;0;0;0;0
